Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
229,b'Forza Motorsport 4',b'X360',2011,b'Racing',b'Microsoft Game Studios',2.08,2.04,0.06,0.47,4.64
230,b'Tomb Raider',b'PS',1996,b'Action',b'Eidos Interactive',2.29,1.97,0.13,0.24,4.63
231,b'Guitar Hero III: Legends of Rock',b'Wii',2007,b'Misc',b'Activision',3.06,1.12,0.0,0.44,4.62
232,b'The Legend of Zelda: A Link to the Past',b'SNES',1991,b'Action',b'Nintendo',2.42,0.91,1.15,0.13,4.61
233,b'The Legend of Zelda: The Wind Waker',b'GC',2002,b'Action',b'Nintendo',2.6,0.99,0.89,0.13,4.6
234,b'Mario & Sonic at the Olympic Winter Games',b'Wii',2009,b'Sports',b'Sega',1.89,1.99,0.22,0.48,4.58
235,"b""Luigi's Mansion: Dark Moon""",b'3DS',2013,b'Action',b'Nintendo',1.78,1.39,1.1,0.3,4.58
236,b'Splatoon',b'WiiU',2015,b'Shooter',b'Nintendo',1.55,1.15,1.44,0.43,4.57
237,b'The Last of Us',b'PS4',2014,b'Action',b'Sony Computer Entertainment',1.78,1.87,0.07,0.82,4.55
238,b'Guitar Hero III: Legends of Rock',b'X360',2007,b'Misc',b'Activision',3.19,0.92,0.01,0.42,4.53
239,b'Madden NFL 2005',b'PS2',2004,b'Sports',b'Electronic Arts',4.18,0.26,0.01,0.08,4.53
240,b'Pitfall!',b'2600',1981,b'Platform',b'Activision',4.21,0.24,0.0,0.05,4.5
241,b'Madden NFL 07',b'PS2',2006,b'Sports',b'Electronic Arts',3.63,0.24,0.01,0.61,4.49
242,b'Spider-Man: The Movie',b'PS2',2002,b'Action',b'Activision',2.71,1.51,0.03,0.23,4.48
243,b'Dragon Quest VII: Warriors of Eden',b'PS',2000,b'Role-Playing',b'Enix Corporation',0.2,0.14,4.1,0.02,4.47
244,b'Uncharted: The Nathan Drake Collection',b'PS4',2015,b'Action',b'Sony Computer Entertainment',1.96,1.69,0.08,0.74,4.47
245,b'Call of Duty: Advanced Warfare',b'PS3',2014,b'Shooter',b'Activision',1.54,1.94,0.19,0.77,4.45
246,b'God of War',b'PS2',2005,b'Action',b'Sony Computer Entertainment',2.71,1.29,0.02,0.43,4.45
247,b'Nintendo Land',b'WiiU',2012,b'Misc',b'Nintendo',2.55,1.11,0.46,0.33,4.44
248,b'Michael Jackson: The Experience',b'Wii',2010,b'Misc',b'Ubisoft',2.67,1.35,0.01,0.39,4.42
249,"b""Tony Hawk's Pro Skater 3""",b'PS2',2001,b'Sports',b'Activision',2.66,1.29,0.01,0.46,4.41
250,b'Winning Eleven: Pro Evolution Soccer 2007',b'PS2',2006,b'Sports',b'Konami Digital Entertainment',0.1,2.39,1.05,0.86,4.39
251,b'The Elder Scrolls IV: Oblivion',b'X360',2006,b'Role-Playing',b'Take-Two Interactive',2.82,1.05,0.13,0.4,4.39
252,b'Zelda II: The Adventure of Link',b'NES',1987,b'Adventure',b'Nintendo',2.19,0.5,1.61,0.08,4.38
253,b'Need for Speed: Most Wanted',b'PS2',2005,b'Racing',b'Electronic Arts',2.03,1.79,0.08,0.47,4.37
254,b'Resistance: Fall of Man',b'PS3',2006,b'Shooter',b'Sony Computer Entertainment',1.73,1.73,0.14,0.75,4.35
255,b'Sonic the Hedgehog',b'GEN',1991,b'Platform',b'Sega',3.03,0.91,0.26,0.13,4.34
256,b'Kingdom Hearts II',b'PS2',2005,b'Role-Playing',b'Square Enix',2.2,0.58,1.38,0.17,4.33
257,b'FIFA 14',b'X360',2013,b'Sports',b'Electronic Arts',0.92,2.93,0.01,0.46,4.31
258,b'Call of Duty: Advanced Warfare',b'X360',2014,b'Shooter',b'Activision',2.75,1.18,0.0,0.37,4.31
259,b'Asteroids',b'2600',1980,b'Shooter',b'Atari',4.0,0.26,0.0,0.05,4.31
260,b'Fable II',b'X360',2008,b'Role-Playing',b'Microsoft Game Studios',2.51,1.27,0.11,0.41,4.31
261,b'Halo 5: Guardians',b'XOne',2015,b'Shooter',b'Microsoft Game Studios',2.64,1.2,0.03,0.39,4.26
262,b'Super Mario 3D World',b'WiiU',2013,b'Platform',b'Nintendo',2.11,1.11,0.72,0.3,4.25
263,b'Batman: Arkham Asylum',b'PS3',2009,b'Action',b'Eidos Interactive',2.23,1.34,0.07,0.61,4.25
264,"b""Assassin's Creed: Revelations""",b'PS3',2011,b'Action',b'Ubisoft',1.41,2.02,0.1,0.72,4.24
265,b'Namco Museum',b'GBA',2001,b'Misc',b'Namco Bandai Games',3.0,1.11,0.05,0.07,4.24
266,b'Metal Gear Solid 3: Snake Eater',b'PS2',2004,b'Action',b'Konami Digital Entertainment',1.46,0.0,0.83,1.93,4.23
267,b'Daxter',b'PSP',2006,b'Platform',b'Sony Computer Entertainment',2.45,1.02,0.0,0.75,4.22
268,b'Warcraft II: Tides of Darkness',b'PC',1995,b'Strategy',b'Activision',1.7,2.27,0.0,0.23,4.21
269,b'The Legend of Zelda: Ocarina of Time',b'3DS',2011,b'Action',b'Nintendo',2.03,1.27,0.62,0.3,4.21
270,b'FIFA Soccer 06',b'PS2',2005,b'Sports',b'Electronic Arts',0.78,2.55,0.04,0.84,4.21
271,b'EyeToy Play',b'PS2',2003,b'Misc',b'Sony Computer Entertainment',0.88,2.3,0.2,0.83,4.2
272,"b""Uncharted 4: A Thief's End""",b'PS4',2016,b'Shooter',b'Sony Computer Entertainment',1.3,2.07,0.18,0.65,4.2
273,b'Gran Turismo 5 Prologue',b'PS3',2007,b'Racing',b'Sony Computer Entertainment',1.28,1.83,0.57,0.53,4.2
274,"b""Assassin's Creed: Revelations""",b'X360',2011,b'Action',b'Ubisoft',2.25,1.47,0.04,0.43,4.19
275,b'Street Fighter IV',b'PS3',2009,b'Fighting',b'Capcom',2.02,1.06,0.58,0.53,4.19
276,b'FIFA 12',b'X360',2011,b'Sports',b'Electronic Arts',0.84,2.79,0.02,0.53,4.19
277,b'Teenage Mutant Ninja Turtles',b'NES',1989,b'Action',b'Palcom',3.38,0.44,0.31,0.04,4.17
278,b'Excitebike',b'NES',1984,b'Racing',b'Nintendo',2.04,0.48,1.57,0.07,4.16
279,b'Frogger',b'PS',1997,b'Action',b'Hasbro Interactive',3.79,0.27,0.0,0.11,4.16
280,b'Madden NFL 2003',b'PS2',2002,b'Sports',b'Electronic Arts',3.36,0.21,0.01,0.56,4.14
281,b'Watch Dogs',b'PS4',2014,b'Action',b'Ubisoft',1.4,1.86,0.11,0.77,4.14
282,b'Half-Life',b'PC',1997,b'Shooter',b'Vivendi Games',4.03,0.0,0.09,0.0,4.12
283,"b""Super Mario World 2: Yoshi's Island""",b'SNES',1995,b'Platform',b'Nintendo',1.65,0.61,1.76,0.09,4.12
284,b'FIFA Soccer 07',b'PS2',2006,b'Sports',b'Electronic Arts',0.71,2.48,0.03,0.89,4.11
285,b'The Legend of Zelda: Skyward Sword',b'Wii',2011,b'Action',b'Nintendo',2.14,1.2,0.37,0.4,4.1
286,b'Street Fighter II Turbo',b'SNES',1992,b'Fighting',b'Capcom',1.42,0.51,2.1,0.07,4.1
287,b'Carnival Games',b'Wii',2007,b'Misc',b'Take-Two Interactive',2.13,1.5,0.05,0.42,4.1
288,b'Fallout 4',b'XOne',2015,b'Role-Playing',b'Bethesda Softworks',2.45,1.26,0.01,0.37,4.09
289,b'World of Warcraft: The Burning Crusade',b'PC',2007,b'Role-Playing',b'Activision',2.57,1.52,0.0,0.0,4.09
290,b'Fallout: New Vegas',b'X360',2010,b'Role-Playing',b'Bethesda Softworks',2.65,1.06,0.04,0.33,4.08
291,b'God of War II',b'PS2',2007,b'Action',b'Sony Computer Entertainment',2.32,0.04,0.04,1.67,4.07
292,b'Forza Motorsport 2',b'X360',2007,b'Racing',b'Microsoft Game Studios',2.35,1.28,0.03,0.41,4.06
293,b'World Soccer Winning Eleven 9',b'PS2',2005,b'Sports',b'Konami Digital Entertainment',0.12,2.26,0.9,0.77,4.06
294,b'Namco Museum Vol.3',b'PS',1996,b'Misc',b'Sony Computer Entertainment',2.28,1.55,0.16,0.06,4.05
295,b'Tekken Tag Tournament',b'PS2',2000,b'Fighting',b'Namco Bandai Games',1.68,1.51,0.51,0.35,4.05
296,b'Far Cry 4',b'PS4',2014,b'Shooter',b'Ubisoft',1.12,2.12,0.1,0.69,4.03
297,b'Star Fox 64',b'N64',1997,b'Shooter',b'Nintendo',2.78,0.58,0.64,0.04,4.03
298,b'Minecraft',b'PS4',2014,b'Misc',b'Sony Computer Entertainment Europe',1.38,1.87,0.12,0.65,4.02
299,b'Golf',b'NES',1984,b'Sports',b'Nintendo',1.22,0.28,2.46,0.04,4.01
300,b'Fallout 3',b'PS3',2008,b'Role-Playing',b'Bethesda Softworks',2.15,1.2,0.07,0.59,4.01
301,b'Professor Layton and the Diabolical Box',b'DS',2007,b'Puzzle',b'Nintendo',0.92,1.78,0.92,0.37,4.0
302,b'Left 4 Dead 2',b'X360',2009,b'Shooter',b'Electronic Arts',2.67,0.89,0.05,0.37,3.99
303,b'Namco Museum: 50th Anniversary',b'PS2',2005,b'Misc',b'Namco Bandai Games',2.08,1.35,0.0,0.54,3.98
304,b'EA Sports Active',b'Wii',2009,b'Sports',b'Electronic Arts',2.1,1.36,0.06,0.4,3.92
305,"b""Assassin's Creed: Unity""",b'PS4',2014,b'Action',b'Ubisoft',1.18,1.96,0.08,0.7,3.92
306,b'Donkey Kong Land',b'GB',1994,b'Platform',b'Nintendo',1.97,0.76,1.07,0.11,3.91
307,"b""Tony Hawk's Underground""",b'PS2',2003,b'Sports',b'Activision',2.29,1.17,0.01,0.42,3.9
308,"b""Assassin's Creed IV: Black Flag""",b'PS3',2013,b'Action',b'Ubisoft',1.33,1.71,0.13,0.73,3.89
309,b'Monster Hunter 4 Ultimate',b'3DS',2014,b'Role-Playing',b'Nintendo',0.67,0.49,2.62,0.11,3.89
310,b'MotorStorm',b'PS3',2006,b'Racing',b'Sony Computer Entertainment',1.53,1.61,0.06,0.67,3.88
311,b'The Elder Scrolls V: Skyrim',b'PC',2011,b'Role-Playing',b'Bethesda Softworks',1.15,2.09,0.0,0.64,3.88
312,b'Tekken 5',b'PS2',2005,b'Fighting',b'Namco Bandai Games',0.93,1.94,0.31,0.7,3.87
313,b'Dragon Warrior III',b'NES',1988,b'Role-Playing',b'Enix Corporation',0.1,0.0,3.77,0.0,3.87
314,b'Sports Champions',b'PS3',2010,b'Sports',b'Sony Computer Entertainment',2.12,1.14,0.1,0.51,3.87
315,b'NBA 2K16',b'PS4',2015,b'Sports',b'Take-Two Interactive',2.48,0.65,0.03,0.69,3.85
316,b'World Soccer Winning Eleven 8 International',b'PS2',2004,b'Sports',b'Konami Digital Entertainment',0.16,1.89,1.12,0.68,3.85
317,b'Flash Focus: Vision Training in Minutes a Day',b'DS',2007,b'Misc',b'Nintendo',0.87,1.57,1.05,0.35,3.84
318,b'Namco Museum Vol.1',b'PS',1995,b'Misc',b'Sony Computer Entertainment',2.12,1.44,0.22,0.06,3.84
319,"b""The Legend of Zelda: Link's Awakening""",b'GB',1992,b'Action',b'Nintendo',2.21,0.96,0.54,0.13,3.83
320,"b""Mario & Luigi: Bowser's Inside Story""",b'DS',2009,b'Role-Playing',b'Nintendo',2.26,0.48,0.81,0.27,3.83
321,b'Big Brain Academy: Wii Degree',b'Wii',2007,b'Misc',b'Nintendo',1.06,1.93,0.41,0.43,3.82
322,b'Nintendogs + cats',b'3DS',2011,b'Simulation',b'Nintendo',1.44,1.37,0.73,0.27,3.81
323,b'Batman: Arkham Knight',b'PS4',2015,b'Action',b'Warner Bros. Interactive Entertainment',1.49,1.58,0.1,0.61,3.79
324,b'Mario & Sonic at the London 2012 Olympic Games',b'Wii',2011,b'Sports',b'Sega',1.14,1.91,0.27,0.46,3.78
325,b'LEGO Indiana Jones: The Original Adventures',b'X360',2008,b'Action',b'Activision',2.4,1.03,0.0,0.36,3.78
326,"b""Resident Evil Director's Cut""",b'PS',1996,b'Action',b'Virgin Interactive',1.82,1.24,0.47,0.25,3.77
327,b'Ratchet & Clank: Size Matters',b'PSP',2007,b'Platform',b'Sony Computer Entertainment',1.4,1.4,0.1,0.87,3.77
328,b'Just Dance 2014',b'Wii',2013,b'Misc',b'Ubisoft',1.98,1.47,0.0,0.32,3.76
329,b'The Sims: Unleashed',b'PC',2002,b'Simulation',b'Electronic Arts',2.03,1.56,0.0,0.17,3.76
330,b'Super Paper Mario',b'Wii',2007,b'Platform',b'Nintendo',1.98,0.88,0.59,0.32,3.76
331,"b""Harry Potter and the Sorcerer's Stone""",b'PS',2001,b'Action',b'Electronic Arts',1.37,2.0,0.14,0.22,3.73
332,b'The Witcher 3: Wild Hunt',b'PS4',2015,b'Role-Playing',b'Namco Bandai Games',0.96,2.0,0.21,0.56,3.73
333,b'Resident Evil 3: Nemesis',b'PS',1999,b'Action',b'Eidos Interactive',1.3,0.77,1.54,0.11,3.72
334,b'Spyro: Year of the Dragon',b'PS',2000,b'Platform',b'Sony Computer Entertainment',1.93,1.58,0.0,0.19,3.71
335,b'FIFA Soccer 2005',b'PS2',2004,b'Sports',b'Electronic Arts',0.58,2.48,0.04,0.59,3.7
336,b'Pok\xe9mon Trading Card Game',b'GB',1998,b'Strategy',b'Nintendo',1.49,0.73,1.38,0.1,3.7
337,b'Battlefield 4',b'PS3',2013,b'Shooter',b'Electronic Arts',1.3,1.51,0.27,0.61,3.69
338,b'MySims',b'DS',2007,b'Simulation',b'Electronic Arts',1.59,1.61,0.08,0.41,3.69
339,b'Friend Collection',b'DS',2009,b'Misc',b'Nintendo',0.0,0.0,3.67,0.0,3.67
340,"b""Tony Hawk's Pro Skater 4""",b'PS2',2002,b'Sports',b'Activision',2.13,1.18,0.01,0.35,3.67
341,b'Midnight Club 3: DUB Edition',b'PSP',2005,b'Racing',b'Take-Two Interactive',1.65,1.22,0.0,0.79,3.66
342,b'Banjo-Kazooie',b'N64',1998,b'Platform',b'Nintendo',1.87,1.13,0.55,0.1,3.65
343,b'SOCOM: U.S. Navy SEALs',b'PS2',2002,b'Shooter',b'Sony Computer Entertainment',2.53,0.81,0.06,0.24,3.65
344,b'Guitar Hero: World Tour',b'Wii',2008,b'Misc',b'Activision',2.33,0.97,0.0,0.35,3.65
345,b'Gran Turismo 6',b'PS3',2013,b'Racing',b'Sony Computer Entertainment',0.71,1.8,0.4,0.74,3.64
346,b'Jak and Daxter: The Precursor Legacy',b'PS2',2001,b'Platform',b'Sony Computer Entertainment',2.08,1.09,0.15,0.33,3.64
347,b'Pokemon Snap',b'N64',1999,b'Simulation',b'Nintendo',2.23,0.68,0.66,0.06,3.63
348,b'FIFA Soccer 10',b'PS3',2009,b'Sports',b'Electronic Arts',0.6,2.46,0.05,0.52,3.63
349,b'Pro Evolution Soccer 2008',b'PS2',2007,b'Sports',b'Konami Digital Entertainment',0.05,0.0,0.64,2.93,3.63
350,b'Call of Duty: Ghosts',b'PS4',2013,b'Shooter',b'Activision',1.78,1.42,0.05,0.38,3.63
351,b'Resident Evil 4',b'PS2',2005,b'Action',b'Capcom',2.08,0.83,0.46,0.25,3.62
352,"b""Tom Clancy's The Division""",b'PS4',2016,b'Shooter',b'Ubisoft',1.28,1.61,0.15,0.57,3.61
353,b'Star Wars: Battlefront',b'PS2',2004,b'Shooter',b'LucasArts',1.93,1.22,0.03,0.44,3.61
354,b'Doom II: Hell on Earth',b'PC',1994,b'Shooter',b'Virgin Interactive',2.05,1.4,0.0,0.16,3.61
355,b'The Simpsons: Road Rage',b'PS2',2001,b'Racing',b'Electronic Arts',2.02,1.17,0.0,0.42,3.61
356,b'Cooking Mama 2: Dinner With Friends',b'DS',2007,b'Simulation',b'505 Games',1.61,1.5,0.1,0.39,3.61
357,"b""Luigi's Mansion""",b'GC',2001,b'Action',b'Nintendo',2.38,0.67,0.46,0.1,3.6
358,b'Star Wars: Battlefront II',b'PS2',2005,b'Shooter',b'LucasArts',2.18,1.02,0.03,0.37,3.59
359,b'WWF SmackDown!',b'PS',2000,b'Fighting',b'THQ',2.01,1.35,0.06,0.16,3.58
360,b'Croc: Legend of the Gobbos',b'PS',1997,b'Platform',b'Fox Interactive',1.57,1.79,0.0,0.2,3.56
361,b'Grand Theft Auto: Liberty City Stories',b'PS2',2006,b'Action',b'Take-Two Interactive',1.56,1.4,0.07,0.5,3.54
362,b'The Getaway',b'PS2',2002,b'Action',b'Sony Computer Entertainment',1.23,1.77,0.05,0.49,3.54
363,b'Tomb Raider III: Adventures of Lara Croft',b'PS',1997,b'Action',b'Eidos Interactive',1.66,1.58,0.12,0.18,3.54
364,b'James Bond 007: Agent Under Fire',b'PS2',2001,b'Shooter',b'Electronic Arts',1.9,1.13,0.1,0.41,3.53
365,b'LEGO Star Wars: The Video Game',b'PS2',2005,b'Action',b'Eidos Interactive',1.98,1.14,0.01,0.41,3.53
366,b'Battlefield 4',b'X360',2013,b'Shooter',b'Electronic Arts',2.14,1.08,0.02,0.29,3.53
367,b'FIFA Soccer 11',b'X360',2010,b'Sports',b'Electronic Arts',0.71,2.4,0.02,0.4,3.53
368,b'Rugrats in Paris: The Movie',b'PS',2000,b'Action',b'THQ',1.96,1.33,0.0,0.23,3.52
369,"b""Spyro 2: Ripto's Rage!""",b'PS',1999,b'Platform',b'Sony Computer Entertainment',2.14,1.21,0.01,0.17,3.52
370,b'Left 4 Dead',b'X360',2008,b'Shooter',b'Electronic Arts',2.66,0.5,0.05,0.3,3.52
371,b'Mario & Sonic at the Olympic Winter Games',b'DS',2009,b'Sports',b'Sega',1.22,1.66,0.27,0.38,3.52
372,b'Resident Evil 5',b'X360',2009,b'Action',b'Capcom',2.11,0.94,0.12,0.34,3.51
373,"b""Donkey Kong Country 3: Dixie Kong's Double Trouble!""",b'SNES',1996,b'Platform',b'Nintendo',1.17,0.5,1.75,0.08,3.51
374,"b""Assassin's Creed: Brotherhood""",b'X360',2010,b'Action',b'Ubisoft',2.84,0.39,0.03,0.24,3.5
375,b'Kung Fu',b'NES',1985,b'Action',b'Nintendo',1.64,0.38,1.42,0.06,3.5
376,b'Batman: Arkham Asylum',b'X360',2009,b'Action',b'Eidos Interactive',2.2,0.97,0.02,0.31,3.5
377,b'Clubhouse Games',b'DS',2006,b'Misc',b'Nintendo',0.59,1.83,0.73,0.35,3.5
378,b'FIFA Soccer 2004',b'PS2',2006,b'Sports',b'Electronic Arts',0.59,2.36,0.04,0.51,3.49
379,b'Star Wars Battlefront (2015)',b'XOne',2015,b'Shooter',b'Electronic Arts',1.94,1.22,0.02,0.31,3.49
380,b'Battlefield: Bad Company 2',b'X360',2010,b'Shooter',b'Electronic Arts',2.09,1.02,0.04,0.32,3.48
381,b'Guitar Hero: On Tour',b'DS',2008,b'Misc',b'Activision',2.11,1.01,0.01,0.35,3.48
382,"b""Assassin's Creed: Unity""",b'XOne',2014,b'Action',b'Ubisoft',2.26,0.89,0.0,0.3,3.46
383,b'Far Cry 3',b'PS3',2012,b'Shooter',b'Ubisoft',0.88,1.75,0.1,0.72,3.45
384,b'Monster Hunter 4',b'3DS',2013,b'Role-Playing',b'Capcom',0.0,0.0,3.44,0.0,3.44
385,b'Borderlands',b'X360',2009,b'Shooter',b'Take-Two Interactive',2.39,0.73,0.03,0.29,3.44
386,b'Tekken 4',b'PS2',2002,b'Fighting',b'Namco Bandai Games',1.55,1.27,0.33,0.29,3.44
387,b'Battlefield 4',b'PS4',2013,b'Shooter',b'Electronic Arts',1.34,1.54,0.17,0.38,3.43
388,b'LittleBigPlanet 2',b'PS3',2011,b'Platform',b'Sony Computer Entertainment',1.82,1.07,0.06,0.47,3.42
389,b'Grand Theft Auto 2',b'PS',1998,b'Action',b'Take-Two Interactive',1.13,2.07,0.0,0.22,3.42
390,b'Final Fantasy III',b'SNES',1994,b'Role-Playing',b'SquareSoft',0.86,0.0,2.55,0.02,3.42
391,b'Spider-Man 2',b'PS2',2004,b'Action',b'Activision',1.75,1.2,0.02,0.43,3.41
392,b'F-1 Race',b'GB',1990,b'Racing',b'Nintendo',1.73,0.69,0.59,0.4,3.41
393,b'FIFA Soccer 2003',b'PS2',2002,b'Sports',b'Electronic Arts',0.46,2.28,0.05,0.61,3.4
394,b'Crash Bash',b'PS',2000,b'Misc',b'Sony Computer Entertainment',1.56,1.47,0.19,0.17,3.39
395,b'LEGO Batman: The Videogame',b'X360',2008,b'Action',b'Warner Bros. Interactive Entertainment',2.03,1.03,0.0,0.32,3.38
396,b'Metal Gear Solid V: The Phantom Pain',b'PS4',2015,b'Action',b'Konami Digital Entertainment',1.08,1.35,0.48,0.47,3.38
397,b'The Legend of Zelda: Spirit Tracks',b'DS',2009,b'Action',b'Nintendo',1.43,0.94,0.74,0.27,3.38
398,b'WWF War Zone',b'PS',1998,b'Fighting',b'Acclaim Entertainment',2.47,0.76,0.0,0.13,3.36
399,"b""The Legend of Zelda: Majora's Mask""",b'N64',2000,b'Action',b'Nintendo',1.9,0.67,0.73,0.06,3.36
400,b'Professor Layton and the Unwound Future',b'DS',2008,b'Puzzle',b'Nintendo',0.65,1.61,0.82,0.28,3.36
401,b'Rugrats: Search For Reptar',b'PS',1998,b'Adventure',b'THQ',1.63,1.53,0.0,0.18,3.34
402,"b""Assassin's Creed IV: Black Flag""",b'X360',2013,b'Action',b'Ubisoft',1.9,1.14,0.01,0.29,3.34
403,b'English Training: Have Fun Improving Your Skills!',b'DS',2006,b'Misc',b'Nintendo',0.0,0.99,2.32,0.02,3.33
404,b'James Bond 007: Nightfire',b'PS2',2002,b'Shooter',b'Electronic Arts',1.45,1.29,0.12,0.46,3.33
405,b'Ratchet & Clank',b'PS2',2002,b'Platform',b'Sony Computer Entertainment',1.44,1.01,0.57,0.3,3.33
406,b'Mario Party 9',b'Wii',2012,b'Misc',b'Nintendo',1.15,1.17,0.76,0.24,3.32
407,b'Star Wars Episode III: Revenge of the Sith',b'PS2',2005,b'Action',b'LucasArts',1.47,1.39,0.03,0.43,3.32
408,b'Max Payne',b'PS2',2001,b'Shooter',b'Take-Two Interactive',1.99,1.05,0.05,0.22,3.31
409,b'The Lord of the Rings: The Return of the King',b'PS2',2003,b'Action',b'Electronic Arts',1.5,1.28,0.05,0.46,3.28
410,"b""Assassin's Creed Syndicate""",b'PS4',2015,b'Action',b'Ubisoft',0.8,1.92,0.06,0.5,3.28
411,b'Destiny',b'XOne',2014,b'Shooter',b'Activision',2.13,0.92,0.0,0.23,3.28
412,b'True Crime: Streets of LA',b'PS2',2003,b'Action',b'Activision',1.89,1.05,0.02,0.31,3.27
413,b'Wii Music',b'Wii',2008,b'Misc',b'Nintendo',1.36,1.13,0.46,0.32,3.27
414,b'Gran Turismo (PSP)',b'PSP',2009,b'Racing',b'Sony Computer Entertainment',0.5,1.59,0.31,0.87,3.27
415,b'Monster Hunter X',b'3DS',2015,b'Action',b'Capcom',0.25,0.19,2.78,0.04,3.26
416,b'Tekken',b'PS',1995,b'Fighting',b'Sony Computer Entertainment',0.95,1.3,0.77,0.22,3.24
417,b'FIFA 16',b'XOne',2015,b'Sports',b'Electronic Arts',0.88,2.11,0.0,0.23,3.23
418,b'L.A. Noire',b'PS3',2011,b'Adventure',b'Take-Two Interactive',1.27,1.33,0.12,0.51,3.23
419,b'Madden NFL 16',b'PS4',2015,b'Sports',b'Electronic Arts',2.33,0.3,0.0,0.59,3.22
420,b'Yokai Watch 2 Ganso/Honke',b'3DS',2014,b'Role-Playing',b'Nintendo',0.03,0.0,3.18,0.0,3.22
421,b'007: Tomorrow Never Dies',b'PS',1999,b'Shooter',b'Electronic Arts',1.72,1.33,0.0,0.16,3.21
422,b'Baseball',b'NES',1983,b'Sports',b'Nintendo',0.73,0.1,2.35,0.02,3.2
423,b'Killer Instinct',b'SNES',1995,b'Fighting',b'Nintendo',2.26,0.72,0.12,0.1,3.2
424,b'WWF SmackDown! 2: Know Your Role',b'PS',2000,b'Fighting',b'THQ',1.76,1.21,0.07,0.16,3.2
425,b'Crisis Core: Final Fantasy VII',b'PSP',2007,b'Role-Playing',b'Square Enix',1.35,0.6,0.8,0.44,3.19
426,b'God of War: Chains of Olympus',b'PSP',2008,b'Action',b'Sony Computer Entertainment',1.48,1.01,0.04,0.66,3.19
427,b'Dragon Quest VI: Maboroshi no Daichi',b'SNES',1995,b'Role-Playing',b'Enix Corporation',0.0,0.0,3.19,0.0,3.19
428,b'Dance Central',b'X360',2010,b'Misc',b'MTV Games',2.15,0.77,0.01,0.26,3.19
429,b'Enter the Matrix',b'PS2',2003,b'Action',b'Atari',1.78,1.12,0.09,0.19,3.18
430,b'Super Mario Maker',b'WiiU',2015,b'Platform',b'Nintendo',1.18,0.87,0.93,0.2,3.18
431,b'Fallout: New Vegas',b'PS3',2010,b'Role-Playing',b'Bethesda Softworks',1.52,1.08,0.1,0.47,3.17
432,b'LEGO Batman: The Videogame',b'Wii',2006,b'Action',b'Warner Bros. Interactive Entertainment',1.86,1.02,0.0,0.29,3.17
433,b'Rhythm Heaven',b'DS',2008,b'Misc',b'Nintendo',0.58,0.51,1.93,0.14,3.17
434,b'Ace Combat 04: Shattered Skies',b'PS2',2001,b'Simulation',b'Sony Computer Entertainment Europe',2.06,0.56,0.38,0.17,3.17
435,b'Club Penguin: Elite Penguin Force',b'DS',2008,b'Adventure',b'Disney Interactive Studios',1.88,0.98,0.0,0.3,3.16
436,b'Animal Crossing',b'GC',2001,b'Simulation',b'Nintendo',1.92,0.16,0.99,0.09,3.15
437,b'LEGO Batman: The Videogame',b'DS',2008,b'Action',b'Warner Bros. Interactive Entertainment',1.79,1.06,0.0,0.29,3.15
438,b'Sonic Rush',b'DS',2005,b'Platform',b'Sega',1.22,1.57,0.06,0.29,3.15
439,b'Resident Evil 6',b'PS3',2012,b'Shooter',b'Capcom',0.88,0.97,0.88,0.42,3.15
440,b'Halo: The Master Chief Collection',b'XOne',2014,b'Shooter',b'Microsoft Game Studios',1.89,0.99,0.03,0.24,3.15
441,b'FIFA Soccer 08',b'PS2',2007,b'Sports',b'Electronic Arts',0.68,0.0,0.0,2.46,3.14
442,b'Spider-Man',b'PS',2000,b'Action',b'Activision',1.7,1.25,0.02,0.16,3.13
443,b'Need for Speed III: Hot Pursuit',b'PS',1998,b'Racing',b'Electronic Arts',2.14,0.86,0.0,0.13,3.12
444,b'Star Wars Episode I Racer',b'N64',1999,b'Racing',b'Nintendo',2.31,0.62,0.14,0.04,3.12
445,b'Personal Trainer: Cooking',b'DS',2006,b'Misc',b'Nintendo',0.91,1.0,1.03,0.17,3.12
446,b'The Elder Scrolls IV: Oblivion',b'PS3',2007,b'Role-Playing',b'Ubisoft',1.69,0.87,0.14,0.42,3.12
447,b'Dragon Warrior IV',b'NES',1990,b'Role-Playing',b'Enix Corporation',0.08,0.0,3.03,0.01,3.12
448,b'Heavy Rain',b'PS3',2010,b'Adventure',b'Sony Computer Entertainment',1.29,1.27,0.06,0.5,3.12
449,b'Mass Effect 2',b'X360',2010,b'Role-Playing',b'Electronic Arts',1.99,0.82,0.03,0.27,3.11
450,b'FIFA 15',b'X360',2014,b'Sports',b'Electronic Arts',0.78,2.02,0.0,0.3,3.11
451,b'Dragon Ball Z: Budokai',b'PS2',2002,b'Fighting',b'Atari',2.17,0.28,0.55,0.08,3.09
452,b'Madden NFL 2002',b'PS2',2001,b'Sports',b'Electronic Arts',2.5,0.16,0.01,0.42,3.08
453,b'World Class Track Meet',b'NES',1986,b'Sports',b'Namco Bandai Games',1.92,0.45,0.64,0.07,3.08
454,b'Borderlands 2',b'X360',2012,b'Shooter',b'Take-Two Interactive',1.89,0.91,0.04,0.24,3.07
455,b'The Legend of Zelda: A Link Between Worlds',b'3DS',2013,b'Action',b'Nintendo',1.4,0.99,0.46,0.22,3.07
